Pseudomonas syringae pv. tomato str. DC3000 chromosome, complete genome - 1..6397126
5481 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
5042401..5042784	+	127	28871613	pcaC-2	PSPTO_4478	-	COG0599S	4-carboxymuconolactone decarboxylase
5042771..5043721	-	316	28871614	-	PSPTO_4479	-	COG0679R	membrane protein
5043826..5045409	-	527	28871615	-	PSPTO_4480	-	COG3540P	Tat (twin-arginine translocation) pathway signal sequence domain-containing protein
5045558..5046574	+	338	28871616	-	PSPTO_4481	-	COG1092R	hypothetical protein
5046654..5049662	+	1002	28871617	-	PSPTO_4482	-	COG2982M	hypothetical protein
5049655..5049996	+	113	28871618	-	PSPTO_4483	-	-	hypothetical protein
5050151..5050504	-	117	28871619	-	PSPTO_4484	-	COG2823R	hypothetical protein
5050863..5052323	-	486	28871620	-	PSPTO_4485	-	COG3666L	ISPsy6, transposase
5052402..5054507	-	701	28871621	pnp	PSPTO_4486	-	COG1185J	polyribonucleotide nucleotidyltransferase
5054683..5054952	-	89	28871622	rpsO	PSPTO_4487	-	COG0184J	30S ribosomal protein S15
5055111..5056028	-	305	162533085	truB	PSPTO_4488	-	COG0130J	tRNA pseudouridine synthase B
5056032..5056448	-	138	28871623	rbfA	PSPTO_4489	-	COG0858J	ribosome-binding factor A
5056608..5059133	-	841	28871624	infB	PSPTO_4490	-	COG0532J	translation initiation factor IF-2
5059161..5060642	-	493	28871625	nusA	PSPTO_4491	-	COG0195K	N utilization substance protein A
5060702..5061178	-	158	28871626	-	PSPTO_4492	-	COG0779S	hypothetical protein
5061595..5061975	-	126	28871627	secG	PSPTO_4493	-	COG1314U	preprotein translocase subunit SecG
5061980..5062735	-	251	28871628	tpiA	PSPTO_4494	-	COG0149G	triosephosphate isomerase
5062802..5064145	-	447	28871629	glmM	PSPTO_4495	-	COG1109G	phosphoglucosamine mutase
5064162..5065013	-	283	28871630	folP	PSPTO_4496	-	COG0294H	dihydropteroate synthase
5065022..5066926	-	634	28871631	ftsH	PSPTO_4497	-	COG0465O	cell division protein FtsH
5067120..5067770	-	216	28871632	-	PSPTO_4498	-	COG0293J	FtsJ cell division protein
5067874..5068185	+	103	28871633	-	PSPTO_4499	-	COG1534J	hypothetical protein
5068265..5068741	-	158	28871634	greA	PSPTO_4500	-	COG0782K	transcription elongation factor GreA
5068738..5071959	-	1073	28871635	carB	PSPTO_4501	-	COG0458EF	carbamoyl-phosphate synthase large subunit
5072095..5073231	-	378	28871636	carA	PSPTO_4502	-	COG0505EF	carbamoyl-phosphate synthase small subunit
5073447..5074250	-	267	28871637	dapB	PSPTO_4503	-	COG0289E	dihydrodipicolinate reductase
5074273..5075415	-	380	28871638	dnaJ	PSPTO_4504	-	COG0484O	dnaJ protein
5075741..5077657	-	638	28871639	dnaK	PSPTO_4505	-	COG0443O	molecular chaperone DnaK
5077768..5078331	-	187	28871640	grpE	PSPTO_4506	-	COG0576O	heat shock protein GrpE
5078600..5080273	+	557	28871641	recN	PSPTO_4507	-	COG0497L	DNA repair protein RecN
5080338..5080745	-	135	28871642	fur	PSPTO_4508	-	COG0735P	ferric uptake regulation protein
5080844..5081365	+	173	28871643	omlA	PSPTO_4509	-	COG2913J	outer membrane lipoprotein OmlA
5081470..5081871	+	133	28871644	-	PSPTO_4510	-	COG2963L	ISPsy11, transposase OrfA
5081895..5082692	+	265	28871645	-	PSPTO_4511	-	COG2801L	ISPsy11, transposase OrfB
5082748..5083062	-	104	28871646	-	PSPTO_4512	-	COG2914S	hypothetical protein
5083055..5083528	-	157	28871647	-	PSPTO_4513	-	COG2867I	hypothetical protein
5083497..5084900	-	467	28871648	-	PSPTO_4514	-	COG0733R	sodium-dependent transporter
5085014..5085496	+	160	28871649	smpB	PSPTO_4515	-	COG0691O	SsrA-binding protein
5085788..5086072	+	94	28871650	-	PSPTO_4516	-	COG2156P	hypothetical protein
5087432..5088382	+	316	28871651	-	PSPTO_4517	-	COG3239I	fatty acid desaturase
5088445..5093706	+	1753	28871652	-	PSPTO_4518	-	COG1020Q	non-ribosomal peptide synthetase, initiating component
5093815..5104113	+	3432	28871653	-	PSPTO_4519	-	COG1020Q	non-ribosomal peptide synthetase, terminal component
5104150..5106501	+	783	28871654	-	PSPTO_4520	-	COG2226H	methyltransferase domain protein
5106533..5106739	+	68	28871655	-	PSPTO_4521	-	COG3251S	hypothetical protein
5106886..5108169	+	427	28871656	-	PSPTO_4522	-	COG2270R	membrane protein
5108505..5108936	+	143	28871657	-	PSPTO_4523	-	COG1522K	AsnC family transcriptional regulator
5109010..5109819	+	269	28871658	-	PSPTO_4524	-	COG2513G	hypothetical protein
5110540..5110707	+	55	28871659	-	PSPTO_4525	-	-	hypothetical protein
5111194..5112639	-	481	28871660	-	PSPTO_4526	-	COG0154J	6-aminohexanoate-cyclic-dimer hydrolase
5112686..5113618	-	310	28871661	-	PSPTO_4527	-	COG4313C	hypothetical protein
5113687..5114808	-	373	28871662	-	PSPTO_4528	-	COG4977K	AraC family transcriptional regulator
5114872..5115360	+	162	28871663	-	PSPTO_4529	-	-	hypothetical protein
5115931..5118201	+	756	28871664	katG	PSPTO_4530	-	COG0376P	catalase/peroxidase HPI
5118280..5119584	-	434	28871665	-	PSPTO_4531	-	COG0840NT	methyl-accepting chemotaxis protein
5119679..5119987	-	102	28871666	-	PSPTO_4532	-	-	hypothetical protein
5120036..5121214	-	392	28871667	nhaA-1	PSPTO_4533	-	COG3004P	sodium-proton antiporter NhaA
5121372..5122886	-	504	28871668	-	PSPTO_4534	-	COG0747E	peptide ABC transporter substrate-binding protein
5122936..5123916	-	326	28871669	-	PSPTO_4535	-	COG1123R	peptide ABC transporter ATP-binding protein
5123913..5124917	-	334	28871670	-	PSPTO_4536	-	COG0444EP	peptide ABC transporter ATP-binding protein
5124914..5125777	-	287	28871671	-	PSPTO_4537	-	COG1173EP	peptide ABC transporter permease
5125774..5126721	-	315	28871672	-	PSPTO_4538	-	COG0601EP	peptide ABC transporter permease
5127060..5127824	+	254	28871673	-	PSPTO_4539	-	COG2197TK	LuxR family transcriptional regulator, autoinducer-regulated
5127919..5128869	+	316	28871674	-	PSPTO_4540	-	COG0596R	proline iminopeptidase
5129126..5130751	+	541	28871675	-	PSPTO_4541	-	COG0840NT	methyl-accepting chemotaxis protein
5130995..5131495	+	166	28871676	-	PSPTO_4542	-	-	GAF domain-containing protein
5131860..5133683	+	607	28871677	-	PSPTO_4543	-	COG2200T	GAF domain/GGDEF domain/EAL domain protein
5133760..5134560	+	266	28871678	-	PSPTO_4544	-	COG0730R	membrane protein
5134785..5134985	+	66	28871679	-	PSPTO_4545	-	-	hypothetical protein
5135614..5135853	-	79	28871680	-	PSPTO_4546	-	-	hypothetical protein
5136020..5137573	-	517	28871681	garD	PSPTO_4547	-	COG2721G	D-galactarate dehydratase
5137584..5138969	-	461	28871682	-	PSPTO_4548	-	COG2271G	MFS transporter, phthalate permease family
5139135..5140046	-	303	28871683	-	PSPTO_4549	-	COG0329EM	5-dehydro-4-deoxyglucarate dehydratase
5140337..5141086	-	249	28871684	-	PSPTO_4550	-	COG2186K	GntR family transcriptional regulator
5141184..5142917	-	577	28871685	-	PSPTO_4551	-	COG4178R	ABC transporter ATP-binding protein
5142907..5143017	+	36	28871686	-	PSPTO_4552	-	-	hypothetical protein
5143007..5143570	-	187	28871687	-	PSPTO_4553	-	COG4567TK	DNA-binding response regulator
5143567..5144826	-	419	28871688	-	PSPTO_4554	-	COG0642T	sensor histidine kinase
5145020..5145733	+	237	28871689	-	PSPTO_4555	-	COG3471S	hypothetical protein
5145818..5147497	+	559	28871690	phcA	PSPTO_4556	-	-	PhcA
5147594..5149201	+	535	28871691	-	PSPTO_4557	-	COG0747E	peptide ABC transporter periplasmic peptide-binding protein
5149459..5151081	+	540	28871692	-	PSPTO_4558	-	COG0747E	dipeptide ABC transporter, periplasmic dipeptide-binding protein
5151411..5153003	+	530	28871693	-	PSPTO_4559	-	COG0747E	dipeptide ABC transporter substrate-binding protein
5153159..5154538	+	459	28871694	-	PSPTO_4560	-	-	outer membrane porin, OprD family
5154604..5156199	+	531	28871695	dppA	PSPTO_4561	-	COG0747E	dipeptide ABC transporter substrate-binding protein
5156274..5157284	+	336	28871696	-	PSPTO_4562	-	COG0601EP	dipeptide ABC transporter permease
5157295..5158206	+	303	28871697	dppC	PSPTO_4563	-	COG1173EP	dipeptide ABC transporter permease
5158217..5159185	+	322	28871698	-	PSPTO_4564	-	COG0444EP	dipeptide ABC transporter ATP-binding protein
5159584..5159943	+	119	28871699	-	PSPTO_4566	-	COG3436L	ISPsy5, Orf1
5159961..5161514	+	517	28871700	-	PSPTO_4567	-	COG3436L	ISPsy5, transposase
5162342..5164810	-	822	28871701	-	PSPTO_4569	-	COG0369P	iron-uptake factor
5165012..5166025	-	337	28871702	-	PSPTO_4570	-	-	binary cytotoxin component
5166061..5167260	-	399	28871703	-	PSPTO_4571	-	-	binary cytotoxin component
5167536..5168615	-	359	28871704	-	PSPTO_4572	-	COG0019E	pyridoxal-dependent decarboxylase, pyridoxal binding domain protein
5168635..5168745	-	36	28871705	-	PSPTO_4573	-	-	hypothetical protein
5169133..5171616	+	827	158146058	-	PSPTO_4574	-	-	hypothetical protein
5171664..5172821	-	385	28871707	opuCA	PSPTO_4575	-	COG1125E	glycine betaine/choline OpuC ABC transporter, ATP-binding protein
5172818..5173471	-	217	28871708	-	PSPTO_4576	-	COG1174E	glycine betaine/choline OpuC ABC transporter, permease protein
5173485..5174378	-	297	28871709	-	PSPTO_4577	-	COG1732M	glycine betaine/choline OpuC ABC transporter, periplasmic substrate-binding protein
5174393..5175106	-	237	28871710	-	PSPTO_4578	-	COG1174E	glycine betaine/carnitine/choline ABC transporter, permease protein
5175451..5177034	+	527	28871711	prfC	PSPTO_4579	-	COG4108J	peptide chain release factor 3
5177384..5177626	+	80	28871712	-	PSPTO_4580	-	-	hypothetical protein
5177708..5178382	-	224	28871713	-	PSPTO_4581	-	COG0545O	FKBP-type peptidyl-prolyl cis-trans isomerase
5178480..5178788	-	102	28871714	-	PSPTO_4582	-	-	hypothetical protein
5178900..5179388	-	162	28871715	-	PSPTO_4583	-	COG2862S	hypothetical protein
5179514..5179843	-	109	28871716	-	PSPTO_4584	-	-	hypothetical protein
5180018..5182453	-	811	28871717	-	PSPTO_4585	-	COG1067O	ATP-dependent protease
5182661..5183218	+	185	28871718	-	PSPTO_4586	-	-	hypothetical protein
5183281..5185134	+	617	28871719	-	PSPTO_4587	-	-	hypothetical protein
5185073..5185606	-	177	28871720	hopS2	PSPTO_4588	-	-	type III effector HopS2
5185621..5186094	-	157	28871721	shcS2	PSPTO_4589	-	-	type III chaperone ShcS2
5186263..5186646	-	127	28871722	hopT2	PSPTO_4590	-	-	type III effector HopT2
5187067..5187573	-	168	28871724	hopO1-3	PSPTO_4592	-	-	type III effector HopO1-3
5187920..5189089	-	389	28871725	hopT1-2	PSPTO_4593	-	-	type III effector HopT1-2
5189095..5189991	-	298	28871726	hopO1-2	PSPTO_4594	-	-	type III effector HopO1-2
5190048..5190437	-	129	28871727	-	PSPTO_4595	-	-	hypothetical protein
5190629..5191606	+	325	28871728	-	PSPTO_4596	-	COG3039L	ISPssy, transposase
5191741..5192097	-	118	28871729	hopS1	PSPTO_4597	-	-	type III effector HopS1
5192110..5192583	-	157	28871731	shcS1	PSPTO_4599	-	-	type III chaperone ShcS1
5192782..5193135	+	117	28871732	-	PSPTO_4600	-	-	lipoprotein
5193212..5193709	+	165	28871733	greB-2	PSPTO_4601	-	COG0782K	transcription elongation factor GreB
5193762..5195453	-	563	28871734	-	PSPTO_4602	-	COG0488R	putative ABC transporter ATP-binding protein
5195601..5196866	+	421	28871735	-	PSPTO_4603	-	COG4974L	site-specific recombinase, phage integrase family
5196863..5198458	+	531	28871736	-	PSPTO_4604	-	-	site-specific recombinase, phage integrase family
5198455..5200692	+	745	28871737	-	PSPTO_4605	-	COG4688S	hypothetical protein
5200695..5201093	+	132	28871738	-	PSPTO_4606	-	-	hypothetical protein
5201523..5203982	+	819	28871739	-	PSPTO_4607	-	COG2810V	hypothetical protein
5204349..5205311	+	320	28871740	-	PSPTO_4608	-	COG4974L	site-specific recombinase, phage integrase family
5205285..5205530	-	81	28871741	-	PSPTO_4609	-	-	hypothetical protein
5206026..5206406	-	126	28871742	-	PSPTO_4610	-	COG4315S	hypothetical protein
5206737..5207777	-	346	28871743	-	PSPTO_4611	-	COG3391S	hypothetical protein
5207887..5208783	-	298	28871744	-	PSPTO_4612	-	COG0583K	LysR family transcriptional regulator
5208901..5210070	+	389	28871745	-	PSPTO_4613	-	COG1275P	C4-dicarboxylate transporter/malic acid transport protein
5210079..5210681	-	200	28871746	-	PSPTO_4614	-	-	hypothetical protein
5210681..5211226	-	181	28871747	ppa-2	PSPTO_4615	-	COG0221C	inorganic pyrophosphatase
5211342..5212625	-	427	28871748	eno-2	PSPTO_4616	-	COG0148G	enolase
5212667..5212909	+	80	28871749	-	PSPTO_4617	-	-	hypothetical protein
5213444..5213767	-	107	28871750	-	PSPTO_4618	-	COG1993S	hypothetical protein
5214210..5215568	-	452	28871751	-	PSPTO_4619	-	COG0038P	voltage-gated chloride channel family protein
5215805..5216128	-	107	28871752	-	PSPTO_4620	-	COG1993S	hypothetical protein
5216139..5216882	-	247	28871753	-	PSPTO_4621	-	COG0798P	transporter
5216974..5217408	+	144	28871754	-	PSPTO_4622	-	COG0789K	MerR family transcriptional regulator
5218247..5218624	+	125	28871755	-	PSPTO_4623	-	-	hypothetical protein
5218750..5220369	-	539	28871756	-	PSPTO_4624	-	COG0840NT	methyl-accepting chemotaxis protein
5220631..5221653	+	340	28871757	-	PSPTO_4625	-	COG4584L	ISPsy4, transposase
5221650..5222459	+	269	28871758	-	PSPTO_4626	-	COG1484L	ISPsy4, transposition helper protein
5224073..5226526	+	817	28871759	-	PSPTO_4627	-	COG2810V	hypothetical protein
5226849..5227055	+	68	28871760	-	PSPTO_4628	-	-	hypothetical protein
5228357..5228464	+	35	28871761	-	PSPTO_4629	-	-	hypothetical protein
5228484..5228768	-	94	28871762	-	PSPTO_4630	-	COG3620K	PbsX family transcriptional regulator
5230653..5234489	+	1278	28871763	-	PSPTO_4631	-	COG5001T	sensory box/GGDEF domain/EAL domain-containing protein
5234654..5235907	+	417	28871764	glyA-2	PSPTO_4632	-	COG0112E	serine hydroxymethyltransferase
5236578..5237111	+	177	28871765	-	PSPTO_4633	-	COG4104S	hypothetical protein
5237118..5237831	+	237	28871766	-	PSPTO_4634	-	-	N-acetylmuramoyl-L-alanine amidase
5238570..5239139	+	189	28871767	-	PSPTO_4635	-	COG2949S	hypothetical protein
5239167..5240144	-	325	28871768	-	PSPTO_4636	-	COG0523R	cobalamin synthesis protein/P47K family protein
5240240..5240437	-	65	28871769	-	PSPTO_4637	-	COG2879S	hypothetical protein
5240465..5242540	-	691	28871770	cstA	PSPTO_4638	-	COG1966T	carbon starvation protein CstA
5242826..5243194	+	122	28871771	-	PSPTO_4639	-	-	hypothetical protein
5243215..5244582	-	455	28871772	radA	PSPTO_4640	-	COG1066O	DNA repair protein RadA
5244777..5245223	+	148	28871773	mscL	PSPTO_4641	-	COG1970M	large conductance mechanosensitive channel protein
5245423..5246199	-	258	28871774	fnr-2	PSPTO_4642	-	COG1018C	ferredoxin--NADP reductase
5246633..5247610	-	325	28871775	-	PSPTO_4643	-	COG3039L	ISPssy, transposase
5247729..5247962	+	77	28871776	-	PSPTO_4644	-	COG2197TK	LuxR family transcriptional regulator
5248092..5249216	+	374	28871777	-	PSPTO_4645	-	COG2813J	methyltransferase
5249304..5249471	-	55	28871778	-	PSPTO_4646	-	-	hypothetical protein
5249493..5250500	-	335	28871779	cioB	PSPTO_4647	-	COG1294C	cyanide-insensitive terminal oxidase CioB
5250504..5251943	-	479	28871780	cioA	PSPTO_4648	-	COG1271C	cyanide-insensitive terminal oxidase CioA
5251947..5252120	+	57	28871781	-	PSPTO_4649	-	-	hypothetical protein
5252337..5254538	-	733	28871782	-	PSPTO_4650	-	COG1529C	aldehyde oxidase and xanthine dehydrogenase family protein
5254535..5255524	-	329	28871783	-	PSPTO_4651	-	COG1319C	oxidoreductase, molybdopterin-binding subunit
5255521..5256051	-	176	28871784	-	PSPTO_4652	-	COG2080C	iron-sulfur cluster-binding protein
5256316..5257611	+	431	28871785	-	PSPTO_4653	-	COG2252R	xanthine/uracil permease family protein
5257608..5258693	+	361	28871786	trmA	PSPTO_4654	-	COG2265J	tRNA (uracil-5-)-methyltransferase
5259642..5260925	+	427	28871788	-	PSPTO_4656	-	-	membrane protein
5261062..5261952	+	296	28871789	-	PSPTO_4657	-	COG2321R	zinc metallopeptidase
5261957..5262946	+	329	28871790	-	PSPTO_4658	-	-	hypothetical protein
5263123..5263677	-	184	28871791	-	PSPTO_4659	-	COG0546R	HAD-superfamily hydrolase
5263710..5264579	-	289	28871792	tesB	PSPTO_4660	-	COG1946I	acyl-CoA thioesterase II
5264717..5265286	-	189	28871793	-	PSPTO_4661	-	COG1670J	GNAT family acetyltransferase
5265421..5266338	+	305	28871794	-	PSPTO_4662	-	COG0123BQ	histone deacetylase family protein
5266428..5267666	+	412	28871795	-	PSPTO_4663	-	COG2081R	hypothetical protein
5267751..5269079	-	442	28871796	-	PSPTO_4664	-	COG0513LKJ	ATP-dependent RNA helicase rhlE
5269194..5269808	-	204	28871797	-	PSPTO_4665	-	COG2176L	exonuclease
5269827..5270303	-	158	28871798	-	PSPTO_4666	-	COG1432S	hypothetical protein
5270574..5271371	-	265	28871799	-	PSPTO_4667	-	COG3416S	hypothetical protein
5271474..5272136	+	220	28871800	-	PSPTO_4668	-	-	membrane protein
5272223..5273314	+	363	28871801	-	PSPTO_4669	-	COG3568R	endonuclease/exonuclease/phosphatase family protein
5273330..5274127	-	265	28871802	-	PSPTO_4670	-	-	hypothetical protein
5274267..5275259	-	330	28871803	-	PSPTO_4671	-	COG1680V	alkaline D-peptidase
5275303..5275476	+	57	28871804	-	PSPTO_4672	-	-	hypothetical protein
5275543..5275791	+	82	28871805	-	PSPTO_4673	-	-	hypothetical protein
5276101..5276277	-	58	28871806	-	PSPTO_4674	-	-	hypothetical protein
5277517..5278287	-	256	28871807	-	PSPTO_4675	-	COG0846K	Sir2 family transcriptional regulator
5279840..5280049	+	69	28871808	-	PSPTO_4676	-	-	hypothetical protein
5280438..5281079	+	213	28871809	-	PSPTO_4677	-	-	hypothetical protein
5282597..5284126	+	509	28871810	cfl	PSPTO_4680	-	COG0318IQ	coronafacic acid synthetase, ligase component
5284213..5284464	+	83	28871811	cfa1	PSPTO_4681	-	COG0236IQ	coronafacic acid synthetase, acyl carrier protein component
5284476..5284973	+	165	28871812	cfa2	PSPTO_4682	-	COG0764I	coronafacic acid synthetase, dehydratase component
5284967..5286112	+	381	28871813	cfa3	PSPTO_4683	-	COG0304IQ	coronafacic acid beta-ketoacyl synthetase component
5286109..5286642	+	177	28871814	cfa4	PSPTO_4684	-	-	coronafacic acid synthetase component
5286639..5288057	+	472	28871815	cfa5	PSPTO_4685	-	COG0318IQ	coronafacic acid synthetase, ligase component
5287945..5296104	+	2719	28871816	cfa6	PSPTO_4686	-	COG3321Q	coronafacic acid polyketide synthase I
5296110..5302310	+	2066	28871817	cfa7	PSPTO_4687	-	COG3321Q	coronafacic acid polyketide synthetase II
5302307..5302750	+	147	28871818	-	PSPTO_4688	-	-	hypothetical protein
5302800..5304005	+	401	28871819	cfa8	PSPTO_4689	-	COG1064R	crotonyl-CoA reductase
5304061..5304804	+	247	28871820	cfa9	PSPTO_4690	-	COG3208Q	CFA synthetase, thioesterase component
5305803..5307701	+	632	28871821	hopAD1	PSPTO_4691	-	-	type III effector HopAD1
5308353..5309906	-	517	28871822	-	PSPTO_4693	-	COG3436L	ISPsy5, transposase
5309924..5310283	-	119	28871823	-	PSPTO_4694	-	COG3436L	ISPsy5, Orf1
5310495..5310746	+	83	28871824	-	PSPTO_4695	-	-	ISPsy13, transposase OrfA
5310778..5312067	+	429	28871825	-	PSPTO_4696	-	COG2801L	ISPsy13, transposase OrfB
5312676..5313014	-	112	28871826	-	PSPTO_4697	-	COG3293L	ISPs1, transposase OrfB
5313602..5327197	-	4531	28871827	-	PSPTO_4699	-	COG1020Q	non-ribosomal peptide synthetase, terminal component
5328266..5329000	-	244	158146060	-	PSPTO_5629	-	COG3293L	insertion sequence
5329495..5330472	+	325	28871828	-	PSPTO_4702	-	COG3039L	ISPssy, transposase
5330802..5331053	+	83	28871829	hopAQ1	PSPTO_4703	-	-	type III effector HopAQ1
5331204..5331803	+	199	28871830	corR	PSPTO_4704	-	COG2197TK	DNA-binding response regulator CorR
5331800..5333275	+	491	300781819	corS	PSPTO_4705	-	COG0642T	sensor histidine kinase CorS
5333538..5333711	-	57	28871831	corP	PSPTO_4706	-	COG2197TK	response regulator CorP
5333913..5334143	+	76	28871832	cmaD	PSPTO_4707	-	-	coronamic acid synthetase CmaD
5334154..5335002	+	282	28871833	cmaE	PSPTO_4708	-	COG0596R	coronamic acid synthetase CmaE
5334999..5336786	+	595	28871834	cmaA	PSPTO_4709	-	COG1020Q	coronamic acid synthetase CmaA
5336773..5337702	+	309	28871835	cmaB	PSPTO_4710	-	COG5285Q	coronamic acid synthetase CmaB
5337712..5338134	+	140	28871836	cmaC	PSPTO_4711	-	-	coronamic acid synthetase CmaC
5338144..5338905	+	253	28871837	cmaT	PSPTO_4712	-	COG3208Q	coronamic acid synthetase, thioesterase component
5338911..5339549	+	212	28871838	-	PSPTO_4713	-	COG2872R	alanyl tRNA synthetase-related protein
5339568..5340179	+	203	28871839	cmaU	PSPTO_4714	-	COG1280E	cmaU protein
5341362..5341859	+	165	28871840	-	PSPTO_4716	-	-	hypothetical protein
5341867..5342136	+	89	28871841	-	PSPTO_4717	-	-	hypothetical protein
5342748..5344211	-	487	28871842	hopAA1-2	PSPTO_4718	-	-	type III effector HopAA1-2
5344569..5344736	+	55	28871843	-	PSPTO_4719	-	-	hypothetical protein
5345081..5346253	-	390	28871844	hopV1	PSPTO_4720	-	-	type III effector HopV1
5346338..5346730	-	130	28871845	shcV	PSPTO_4721	-	-	type III chaperone ShcV
5347118..5348524	-	468	28871846	hopAO1	PSPTO_4722	-	COG2453T	type III effector HopAO1
5349028..5349336	-	102	28871847	-	PSPTO_4723	-	COG5470S	hypothetical protein
5350102..5350647	+	181	115532025	hopD	PSPTO_4724	-	-	type III effector HopD
5350688..5351665	+	325	28871848	-	PSPTO_4725	-	COG3039L	IS52, transposase
5353685..5355166	-	493	28871849	hopG1	PSPTO_4727	-	-	type III effector HopG1
